시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
서울특별시 강남구 논현동,188-3,188,3,아이파크,14.04,9.3,202209,26,"21,000",3,2013,강남대로120길 70,,중개거래,서울 서초구
서울특별시 강남구 논현동,172-1,172,1,엔트라움논현,29.94,18.08,202207,22,"60,000",2,2021,논현로121길 61,20230112,직거래,-
서울특별시 강남구 논현동,172-1,172,1,엔트라움논현,29.97,18.09,202208,23,"60,000",4,2021,논현로121길 61,,직거래,-
서울특별시 강남구 논현동,172-1,172,1,엔트라움논현,29.9,18.05,202208,25,"60,000",2,2021,논현로121길 61,,직거래,-
서울특별시 강남구 논현동,172-1,172,1,엔트라움논현,33.53,20.24,202208,29,"60,000",2,2021,논현로121길 61,,직거래,-
서울특별시 강남구 논현동,172-1,172,1,엔트라움논현,33.53,20.24,202208,29,"60,000",2,2021,논현로121길 61,20221005,직거래,-
서울특별시 강남구 논현동,172-1,172,1,엔트라움논현,29.9,18.05,202301,9,"60,000",3,2021,논현로121길 61,,직거래,-
서울특별시 강남구 논현동,148-20,148,20,용호빌라,54.86,26.86,202210,27,"41,000",3,1993,강남대로124길 64,,중개거래,서울 강남구
서울특별시 강남구 논현동,182-6,182,6,우림빌,16.7,8.5,202206,10,"16,000",5,2014,강남대로120길 16,,중개거래,서울 강남구
서울특별시 강남구 논현동,182-6,182,6,우림빌,14.06,9.35,202302,11,"18,000",3,2014,강남대로120길 16,,중개거래,서울 강남구
서울특별시 강남구 논현동,Jan-82,82,1,우진골드빌라,53.73,24.38,202211,21,"43,000",3,1993,논현로136길 22,,직거래,-
서울특별시 강남구 논현동,45,45,0,월드노블레스빌,177.76,82.66,202302,12,"180,000",1,2001,강남대로136길 34,,중개거래,"경기 광명시, 서울 강남구"
서울특별시 강남구 논현동,232-16,232,16,위너스하임,27.97,19.9,202212,22,"33,000",2,2016,봉은사로37길 7-6,,중개거래,서울 강남구
서울특별시 강남구 논현동,Apr-76,76,4,윈저빌,68.02,49.05,202206,28,"82,000",2,2002,논현로142길 33,,중개거래,서울 강남구
서울특별시 강남구 논현동,270-34,270,34,유니빌(UNIVILL),196.88,75.1,202205,26,"103,000",4,2011,선릉로111길 22-8,,중개거래,서울 강남구
서울특별시 강남구 논현동,189-4,189,4,유일캐스빌,69.2,36.7,202205,16,"70,000",3,2009,봉은사로13길 24,,중개거래,서울 강남구
서울특별시 강남구 논현동,273-8,273,8,은탑산수인,91.59,43.07,202206,1,"126,000",4,2002,언주로114길 15-10,,중개거래,서울 강남구
서울특별시 강남구 논현동,148-6,148,6,이화빌라,51.91,26.94,202210,5,"41,000",2,1991,강남대로124길 70,,중개거래,서울 강남구
서울특별시 강남구 논현동,09월 27일,27,9,주암빌라,75.85,43.8,202205,26,"60,000",1,2001,학동로23길 59,,직거래,-
서울특별시 강남구 논현동,190-2,190,2,진흥펠리체A동,29.67,16.74,202205,3,"39,300",4,2015,논현로115길 19,,중개거래,서울 강남구
서울특별시 강남구 논현동,190-2,190,2,진흥펠리체A동,27.81,16.74,202205,6,"36,000",5,2015,논현로115길 19,,중개거래,서울 강남구
서울특별시 강남구 논현동,190-20,190,20,진흥펠리체B동,24.55,15.36,202302,7,"30,000",5,2015,논현로115길 21,,중개거래,서울 강남구
서울특별시 강남구 논현동,132-8,132,8,창현주택,37.18,32.24,202207,25,"45,000",2,1988,학동로24길 17-2,,중개거래,서울 강남구
서울특별시 강남구 논현동,242-39,242,39,청운파크빌,69.41,27.19,202303,1,"60,000",2,2003,선릉로127길 13,,직거래,-
서울특별시 강남구 논현동,219-9,219,9,첼시하우스,20.25,12.24,202205,13,"25,900",4,2015,학동로30길 37-20,,직거래,-
서울특별시 강남구 논현동,219-9,219,9,첼시하우스,29.9,18.19,202206,10,"30,700",3,2015,학동로30길 37-20,,중개거래,서울 강남구
서울특별시 강남구 논현동,219-10,219,10,첼시하우스2,19.215,12.13,202205,2,"23,000",4,2015,학동로30길 37-18,,직거래,-
서울특별시 강남구 논현동,219-10,219,10,첼시하우스2,28.755,17.8,202205,3,"31,500",3,2015,학동로30길 37-18,,중개거래,서울 강남구
서울특별시 강남구 논현동,219-10,219,10,첼시하우스2,18.79,11.75,202207,28,"21,000",5,2015,학동로30길 37-18,,중개거래,서울 강남구
서울특별시 강남구 논현동,219-10,219,10,첼시하우스2,18.265,11.32,202301,14,"16,400",4,2015,학동로30길 37-18,,중개거래,서울 강남구
서울특별시 강남구 논현동,148-8,148,8,케아하우스,29.64,18,202302,17,"25,200",5,2015,강남대로124길 68-1,,중개거래,서울 강남구
서울특별시 강남구 논현동,188-12,188,12,케아하우스(188-12),28.8,16.16,202205,14,"31,700",2,2019,강남대로120길 70-2,,중개거래,서울 서초구
서울특별시 강남구 논현동,263-12,263,12,케아하우스13차,18.98,12.13,202205,23,"27,700",1,2019,학동로42길 67-13,,중개거래,서울 강남구
서울특별시 강남구 논현동,125-11,125,11,태영아트빌,48.87,26.67,202204,30,"38,000",2,2002,강남대로128길 63,,중개거래,서울 강남구
서울특별시 강남구 논현동,125-11,125,11,태영아트빌,40.21,21.95,202205,27,"38,000",1,2002,강남대로128길 63,,중개거래,서울 강남구
서울특별시 강남구 논현동,273-2,273,2,파크쉐르빌,27.16,18.06,202205,23,"41,000",3,2016,언주로116길 26,20220617,중개거래,서울 서초구
서울특별시 강남구 논현동,273-2,273,2,파크쉐르빌,27.16,18.06,202205,23,"41,000",3,2016,언주로116길 26,,중개거래,서울 서초구
서울특별시 강남구 논현동,172-2,172,2,파크캐슬A동,26.11,15.97,202205,19,"44,500",4,2016,논현로121길 59,,중개거래,서울 강남구
서울특별시 강남구 논현동,172-13,172,13,파크캐슬B동,29.69,17.95,202205,13,"38,000",3,2016,봉은사로11길 39,,중개거래,서울 강남구
서울특별시 강남구 논현동,35-17,35,17,폴라씨엘로,103.05,60.99,202302,6,"155,000",2,2017,도산대로26길 52,,직거래,-
서울특별시 강남구 논현동,155-1,155,1,플로빌,48.24,19.32,202206,10,"50,000",1,2003,학동로26길 63,,중개거래,서울 강남구
서울특별시 강남구 논현동,155-11,155,11,하우트빌라,54.71,25.3,202205,22,"52,500",3,2004,학동로18길 50-9,,중개거래,서울 강남구
서울특별시 강남구 논현동,173-5,173,5,희준빌,25.57,15.95,202207,19,"45,000",2,2022,논현로121길 35,,직거래,-
서울특별시 강남구 논현동,173-5,173,5,희준빌,25.57,15.95,202207,19,"45,000",3,2022,논현로121길 35,,직거래,-
서울특별시 강남구 논현동,173-5,173,5,희준빌,28.37,17.7,202207,19,"45,000",3,2022,논현로121길 35,,직거래,-
서울특별시 강남구 논현동,173-5,173,5,희준빌,28.37,17.7,202207,19,"45,000",3,2022,논현로121길 35,,직거래,-
서울특별시 강남구 논현동,173-5,173,5,희준빌,25.57,15.95,202207,19,"45,000",2,2022,논현로121길 35,,직거래,-
서울특별시 강남구 논현동,173-5,173,5,희준빌,34.42,21.47,202207,19,"45,000",4,2022,논현로121길 35,,직거래,-
서울특별시 강남구 논현동,173-5,173,5,희준빌,31.45,19.63,202207,19,"45,000",5,2022,논현로121길 35,,직거래,-
서울특별시 강남구 논현동,173-5,173,5,희준빌,28.37,17.7,202207,19,"45,000",2,2022,논현로121길 35,,직거래,-
서울특별시 강남구 논현동,173-5,173,5,희준빌,28.37,17.7,202207,19,"45,000",2,2022,논현로121길 35,,직거래,-
서울특별시 강남구 논현동,173-5,173,5,희준빌,25.57,15.95,202207,19,"45,000",3,2022,논현로121길 35,,직거래,-
서울특별시 강남구 논현동,173-5,173,5,희준빌,31.45,19.63,202207,19,"45,000",5,2022,논현로121길 35,,직거래,-
서울특별시 강남구 논현동,173-5,173,5,희준빌,34.42,21.47,202207,19,"45,000",4,2022,논현로121길 35,,직거래,-
서울특별시 강남구 논현동,Mar-32,32,3,힐스빌6차,207.19,154.78,202208,25,"265,000",1,2003,논현로145길 15,,중개거래,서울 강남구
서울특별시 강남구 대치동,916-15,916,15,(916-15),68.93,37.91,202205,27,"103,500",4,2009,삼성로69길 44,,중개거래,서울 강남구
서울특별시 강남구 대치동,916-15,916,15,(916-15),68.93,37.91,202212,15,"56,000",2,2009,삼성로69길 44,,중개거래,서울 강남구
서울특별시 강남구 대치동,955-4,955,4,(955-4),84.79,39.98,202207,2,"43,000",-1,2005,역삼로83길 22-1,,중개거래,서울 강남구
서울특별시 강남구 대치동,938-8,938,8,DK빌,65.37,30.82,202212,13,"130,000",4,2004,선릉로62길 32-1,,중개거래,서울 강남구
서울특별시 강남구 대치동,938-8,938,8,DK빌,99.55,46.94,202212,13,"200,000",5,2004,선릉로62길 32-1,,중개거래,서울 강남구
서울특별시 강남구 대치동,984-9,984,9,경일빌라비동,68.22,56.56,202208,16,"174,000",3,1987,도곡로99길 8,,중개거래,서울 강남구
서울특별시 강남구 대치동,984-7,984,7,경일빌라에이동,83.21,57.6,202206,30,"175,000",1,1987,도곡로99길 8,,중개거래,서울 강남구
서울특별시 강남구 대치동,951-9,951,9,"비취타운1,2동",53.76,39.17,202210,11,"90,000",2,1986,영동대로85길 17-10,,직거래,-
서울특별시 강남구 대치동,918-12,918,12,삼성그린빌A,43.78,20.93,202208,4,"44,000",3,2002,선릉로72길 38,,중개거래,서울 강남구
서울특별시 강남구 대치동,925,925,0,스톤빌리지대치4차,50.98,29.58,202211,28,"90,000",2,2019,삼성로67길 53,,중개거래,서울 강남구
서울특별시 강남구 대치동,925,925,0,스톤빌리지대치4차,51.5,29.88,202304,20,"75,000",5,2019,삼성로67길 53,,중개거래,서울 강남구
서울특별시 강남구 대치동,919-26,919,26,썬빌리지,47.45,30.22,202303,31,"75,000",4,2012,역삼로70길 20,,직거래,-
서울특별시 강남구 대치동,916-25,916,25,에비뉴71,28.62,17.87,202206,17,"60,000",3,2017,삼성로71길 33-5,,중개거래,서울 강남구
서울특별시 강남구 대치동,963,963,0,영동타운B,87.74,50,202304,28,"11,490",2,1982,역삼로84길 19,,직거래,-
서울특별시 강남구 대치동,963,963,0,영동타운B,63.51,49.5,202304,28,"11,490",2,1982,역삼로84길 19,,직거래,-
서울특별시 강남구 대치동,963,963,0,영동타운B,63.51,50,202304,28,"11,490",1,1982,역삼로84길 19,,직거래,-
서울특별시 강남구 대치동,963,963,0,영동타운B,63.51,49.5,202304,28,"11,490",2,1982,역삼로84길 19,,직거래,-
서울특별시 강남구 대치동,963,963,0,영동타운B,63.54,50,202304,28,"11,490",3,1982,역삼로84길 19,,직거래,-
서울특별시 강남구 대치동,916-31,916,31,팰리스빌(대치),28.82,19,202207,11,"50,000",4,2016,삼성로71길 27-5,,중개거래,서울 강남구
서울특별시 강남구 대치동,933-6,933,6,현대빌라A,81.48,77.22,202205,18,"160,000",1,1988,도곡로77길 15-1,,중개거래,서울 강남구
서울특별시 강남구 도곡동,456-12,456,12,HOUSERAUM,13.58,6.91,202208,4,"20,000",5,2012,논현로26길 36-5,,중개거래,서울 강남구
서울특별시 강남구 도곡동,193-12,193,12,가동,29.925,21.85,202206,3,"37,000",4,2015,남부순환로377길 21,,중개거래,서울 강남구
서울특별시 강남구 도곡동,457-13,457,13,금문빌라,84.78,49.46,202303,6,"70,000",3,1994,논현로26길 42-3,,중개거래,서울 강남구
서울특별시 강남구 도곡동,947-29,947,29,도곡BuildTogetherYM,29.78,18,202205,27,"32,000",3,2014,강남대로54길 18-7,,중개거래,서울 강남구
서울특별시 강남구 도곡동,947-29,947,29,도곡BuildTogetherYM,30.67,18.09,202210,1,"38,500",2,2014,강남대로54길 18-7,,중개거래,서울 강남구
서울특별시 강남구 도곡동,413-8,413,8,도곡파크,17.16,10.64,202206,11,"17,800",3,2013,논현로34길 17,,중개거래,서울 서초구
서울특별시 강남구 도곡동,948-31,948,31,도곡퍼스트빌,23.85,17.19,202206,29,"38,500",3,2016,도곡로2길 36,,중개거래,"경기 고양일산동구, 서울 용산구"
서울특별시 강남구 도곡동,948-31,948,31,도곡퍼스트빌,24.02,18.51,202209,3,"39,500",6,2016,도곡로2길 36,,중개거래,서울 서초구
서울특별시 강남구 도곡동,193-62,193,62,매봉빌라,60.92,28.5,202205,14,"69,500",1,1994,남부순환로377길 23,,중개거래,서울 강남구
서울특별시 강남구 도곡동,945-14,945,14,아크로파크1,26.71,18.25,202205,19,"38,000",2,2015,강남대로54길 17,,중개거래,서울 강남구
서울특별시 강남구 도곡동,948-26,948,26,아크로파크3차,22.48,11.9,202206,2,"29,900",2,2016,남부순환로351길 46,,중개거래,서울 서초구
서울특별시 강남구 도곡동,951-20,951,20,은광아트빌라,34.29,27.62,202209,26,"38,000",-1,1986,남부순환로355길 25,,직거래,-
서울특별시 강남구 도곡동,193-29,193,29,포레스트빌,147.4,77.01,202206,30,"177,000",1,2003,남부순환로373길 24,,중개거래,서울 강남구
서울특별시 강남구 삼성동,112-18,112,18,(112-18),27.83,18.03,202208,27,"49,000",3,2017,선릉로108길 7-1,,중개거래,서울 강남구
서울특별시 강남구 삼성동,26-27,26,27,(26-27),79.25,39.8,202208,12,"82,500",-1,1991,봉은사로71길 35,,중개거래,서울 강남구
서울특별시 강남구 삼성동,112-14,112,14,노블테라스,148.85,51.87,202211,21,"230,000",3,2003,선릉로108길 11,,중개거래,서울 강남구
서울특별시 강남구 삼성동,112-14,112,14,노블테라스,148.85,51.87,202212,1,"300,000",4,2003,선릉로108길 11,,중개거래,서울 강남구
서울특별시 강남구 삼성동,112-14,112,14,노블테라스,98.46,34.31,202302,3,"216,600",5,2003,선릉로108길 11,,중개거래,서울 강남구
서울특별시 강남구 삼성동,96-14,96,14,동궁빌라,68.16,59.27,202212,23,"160,000",2,1986,봉은사로109길 66-8,,중개거래,서울 강남구
서울특별시 강남구 삼성동,96-13,96,13,동궁빌라(96-13),68.16,58.45,202205,23,"150,000",1,1986,봉은사로109길 66-8,,중개거래,서울 동대문구
서울특별시 강남구 삼성동,Mar-92,92,3,리젠시타운(B동),201.03,176.48,202205,23,"420,000",3,1991,영동대로118길 30-4,,중개거래,서울 강남구
서울특별시 강남구 삼성동,01월 29일,29,1,삼성더하임,22.9,18,202205,25,"50,000",4,2020,봉은사로61길 48,,직거래,-
서울특별시 강남구 삼성동,01월 29일,29,1,삼성더하임,29.28,18,202206,22,"57,000",6,2020,봉은사로61길 48,,직거래,-
서울특별시 강남구 삼성동,May-40,40,5,성진빌라,24.91,13.48,202209,29,"42,300",4,2001,봉은사로59길 18,,중개거래,서울 강남구
서울특별시 강남구 삼성동,May-40,40,5,성진빌라,24.56,13.29,202209,29,"41,500",4,2001,봉은사로59길 18,,중개거래,서울 강남구
서울특별시 강남구 삼성동,May-40,40,5,성진빌라,33.36,18.05,202209,29,"57,500",4,2001,봉은사로59길 18,,중개거래,서울 강남구
서울특별시 강남구 삼성동,May-40,40,5,성진빌라,50.25,19.07,202209,29,"66,400",4,2001,봉은사로59길 18,,중개거래,서울 강남구
서울특별시 강남구 삼성동,May-40,40,5,성진빌라,93.12,50.37,202209,29,"155,500",5,2001,봉은사로59길 18,,중개거래,서울 강남구
서울특별시 강남구 삼성동,May-40,40,5,성진빌라,33.36,18.05,202209,29,"57,500",3,2001,봉은사로59길 18,,중개거래,서울 강남구
서울특별시 강남구 삼성동,May-40,40,5,성진빌라,70.05,37.9,202209,29,"125,000",2,2001,봉은사로59길 18,,중개거래,서울 강남구
서울특별시 강남구 삼성동,May-40,40,5,성진빌라,35.25,19.07,202209,29,"60,900",3,2001,봉은사로59길 18,,중개거래,서울 강남구
서울특별시 강남구 삼성동,May-40,40,5,성진빌라,33.36,18.05,202209,29,"57,500",3,2001,봉은사로59길 18,,중개거래,서울 강남구
서울특별시 강남구 삼성동,May-40,40,5,성진빌라,35.25,19.07,202209,29,"60,900",3,2001,봉은사로59길 18,,중개거래,서울 강남구
서울특별시 강남구 삼성동,May-40,40,5,성진빌라,70.05,37.9,202209,29,"125,000",2,2001,봉은사로59길 18,,중개거래,서울 강남구
서울특별시 강남구 삼성동,36-19,36,19,초석씨엘하우징(36-19),34.32,15.93,202208,10,"52,700",1,2002,봉은사로57길 25,20230427,중개거래,서울 강남구
서울특별시 강남구 삼성동,36-19,36,19,초석씨엘하우징(36-19),65.11,30.2,202208,10,"100,300",3,2002,봉은사로57길 25,20230427,중개거래,서울 강남구
서울특별시 강남구 삼성동,36-19,36,19,초석씨엘하우징(36-19),55.58,25.78,202208,10,"85,850",-1,2002,봉은사로57길 25,20230427,중개거래,서울 강남구
서울특별시 강남구 삼성동,36-19,36,19,초석씨엘하우징(36-19),34.32,15.92,202208,10,"52,700",1,2002,봉은사로57길 25,20230427,중개거래,서울 강남구
서울특별시 강남구 삼성동,36-19,36,19,초석씨엘하우징(36-19),34.32,15.92,202208,10,"52,700",2,2002,봉은사로57길 25,20230427,중개거래,서울 강남구
